huc08,huc08_name,huc06_name,huc04_name,huc02_name,huc08_states,huc08_areasqkm
4290007,Salmon,St. Lawrence,Upper Saint Lawrence River,Great Lakes Region,"CN,NY",1068.65
4290008,Raisin River-St. Lawrence River,St. Lawrence,Upper Saint Lawrence River,Great Lakes Region,"CN,NY",3567.28
4300101,Mettawee River,Lake Champlain-Richelieu River,Middle Saint Lawrence River,Great Lakes Region,"NY,VT",1780.46
4300102,Otter Creek,Lake Champlain-Richelieu River,Middle Saint Lawrence River,Great Lakes Region,VT,2443.4
4300103,Winooski River,Lake Champlain-Richelieu River,Middle Saint Lawrence River,Great Lakes Region,VT,2753.75
4300104,Ausable River,Lake Champlain-Richelieu River,Middle Saint Lawrence River,Great Lakes Region,NY,1333.55
4300105,Lamoille River,Lake Champlain-Richelieu River,Middle Saint Lawrence River,Great Lakes Region,VT,1868.64
4300106,Saranac River,Lake Champlain-Richelieu River,Middle Saint Lawrence River,Great Lakes Region,NY,1588.25
4300107,Missiquoi River,Lake Champlain-Richelieu River,Middle Saint Lawrence River,Great Lakes Region,"CN,VT",2214.22
4300108,Lake Champlain,Lake Champlain-Richelieu River,Middle Saint Lawrence River,Great Lakes Region,"CN,NY,VT",7257.32
4300109,Richelieu River,Lake Champlain-Richelieu River,Middle Saint Lawrence River,Great Lakes Region,"CN,NY,VT",2565.51
4300201,Chateaugay-English,Saint Francois River-Saint Lawrence River,Middle Saint Lawrence River,Great Lakes Region,"CN,NY",2986.61
4300202,St. Francois River,Saint Francois River-Saint Lawrence River,Middle Saint Lawrence River,Great Lakes Region,"CN,ME,NH,VT",7983.06
4310001,Chaudiere River,Chaudiere River,Lower Saint Lawrence River,Great Lakes Region,"CN,ME",6696.92
4320000,Mojikit Lake-Ogoki River,Mojikit Lake-Ogoki River,Mojikit Lake-Ogoki River,Great Lakes Region,CN,14020.73
4330000,Long Lake-Kenogami River,Long Lake-Kenogami River,Long Lake-Kenogami River,Great Lakes Region,CN,4383.92
5010001,Upper Allegheny,Allegheny,Allegheny,Ohio Region,"NY,PA",6711.5
5010002,Conewango,Allegheny,Allegheny,Ohio Region,"NY,PA",2334.25
5010003,Middle Allegheny-Tionesta,Allegheny,Allegheny,Ohio Region,PA,4361.93
5010004,French,Allegheny,Allegheny,Ohio Region,"NY,PA",3203.72
5010005,Clarion,Allegheny,Allegheny,Ohio Region,PA,3233.97
5010006,Middle Allegheny-Redbank,Allegheny,Allegheny,Ohio Region,PA,4361.11
5010007,Conemaugh,Allegheny,Allegheny,Ohio Region,PA,3555.13
5010008,Kiskiminetas,Allegheny,Allegheny,Ohio Region,PA,1334.51
5010009,Lower Allegheny,Allegheny,Allegheny,Ohio Region,PA,1281.11
5020001,Tygart Valley,Monongahela,Monongahela,Ohio Region,WV,3562.49
5020002,West Fork,Monongahela,Monongahela,Ohio Region,WV,2280.21
5020003,Upper Monongahela,Monongahela,Monongahela,Ohio Region,"PA,WV",1200.82
5020004,Cheat,Monongahela,Monongahela,Ohio Region,"MD,PA,WV",3683.31
5020005,Lower Monongahela,Monongahela,Monongahela,Ohio Region,"PA,WV",3816.47
5020006,Youghiogheny,Monongahela,Monongahela,Ohio Region,"MD,PA,WV",4561.04
5030101,Upper Ohio,Upper Ohio-Beaver,Upper Ohio,Ohio Region,"OH,PA,WV",5145.14
5030102,Shenango,Upper Ohio-Beaver,Upper Ohio,Ohio Region,"OH,PA",2763.03
5030103,Mahoning,Upper Ohio-Beaver,Upper Ohio,Ohio Region,"OH,PA",2952.11
5030104,Beaver,Upper Ohio-Beaver,Upper Ohio,Ohio Region,PA,291.34
5030105,Connoquenessing,Upper Ohio-Beaver,Upper Ohio,Ohio Region,PA,2171.22
5030106,Upper Ohio-Wheeling,Upper Ohio-Beaver,Upper Ohio,Ohio Region,"OH,PA,WV",3914.09
5030201,Little Muskingum-Middle Island,Upper Ohio-Little Kanawha,Upper Ohio,Ohio Region,"OH,WV",4700.66
5030202,Upper Ohio-Shade,Upper Ohio-Little Kanawha,Upper Ohio,Ohio Region,"OH,WV",3669.74
5030203,Little Kanawha,Upper Ohio-Little Kanawha,Upper Ohio,Ohio Region,WV,5981.57
5030204,Hocking,Upper Ohio-Little Kanawha,Upper Ohio,Ohio Region,OH,3098.27
5040001,Tuscarawas,Muskingum,Muskingum,Ohio Region,OH,6720.2
5040002,Mohican,Muskingum,Muskingum,Ohio Region,OH,2603.01
5040003,Walhonding,Muskingum,Muskingum,Ohio Region,OH,3239.89
5040004,Muskingum,Muskingum,Muskingum,Ohio Region,OH,4056.09
5040005,Wills,Muskingum,Muskingum,Ohio Region,OH,2210.1
5040006,Licking,Muskingum,Muskingum,Ohio Region,OH,2020.14
5050001,Upper New,Kanawha,Kanawha,Ohio Region,"NC,TN,VA",7620.62
5050002,Middle New,Kanawha,Kanawha,Ohio Region,"VA,WV",4350.84
5050003,Greenbrier,Kanawha,Kanawha,Ohio Region,"VA,WV",4260.44
5050004,Lower New,Kanawha,Kanawha,Ohio Region,WV,1791.07
5050005,Gauley,Kanawha,Kanawha,Ohio Region,WV,3679.47
5050006,Upper Kanawha,Kanawha,Kanawha,Ohio Region,WV,1345.32
5050007,Elk,Kanawha,Kanawha,Ohio Region,WV,3971.43
5050008,Lower Kanawha,Kanawha,Kanawha,Ohio Region,WV,2393.94
5050009,Coal,Kanawha,Kanawha,Ohio Region,WV,2310.16
5060001,Upper Scioto,Scioto,Scioto,Ohio Region,OH,8277.11
5060002,Lower Scioto,Scioto,Scioto,Ohio Region,OH,5633.38
5060003,Paint,Scioto,Scioto,Ohio Region,OH,2956.23
5070101,Upper Guyandotte,Guyandotte,Big Sandy-Guyandotte,Ohio Region,WV,2434.24
5070102,Lower Guyandotte,Guyandotte,Big Sandy-Guyandotte,Ohio Region,WV,1917.0
5070201,Tug,Big Sandy,Big Sandy-Guyandotte,Ohio Region,"KY,VA,WV",4030.31
5070202,Upper Levisa,Big Sandy,Big Sandy-Guyandotte,Ohio Region,"KY,VA,WV",3141.37
5070203,Lower Levisa,Big Sandy,Big Sandy-Guyandotte,Ohio Region,KY,2884.07
5070204,Big Sandy,Big Sandy,Big Sandy-Guyandotte,Ohio Region,"KY,WV",1062.99
5080001,"Upper Great Miami, Indiana, Ohio",Great Miami,Great Miami,Ohio Region,"IN,OH",6506.96
5080002,"Lower Great Miami, Indiana, Ohio",Great Miami,Great Miami,Ohio Region,"IN,OH",3577.9
5080003,Whitewater,Great Miami,Great Miami,Ohio Region,"IN,OH",3821.46
5090101,Raccoon-Symmes,Middle Ohio-Raccoon,Middle Ohio,Ohio Region,"KY,OH,WV",3778.89
5090102,Twelvepole,Middle Ohio-Raccoon,Middle Ohio,Ohio Region,WV,1145.54
5090103,Little Scioto-Tygarts,Middle Ohio-Raccoon,Middle Ohio,Ohio Region,"KY,OH,WV",2610.04
5090104,Little Sandy,Middle Ohio-Raccoon,Middle Ohio,Ohio Region,KY,1875.79
5090201,Ohio Brush-Whiteoak,Middle Ohio-Little Miami,Middle Ohio,Ohio Region,"KY,OH",5438.9
5090202,Little Miami,Middle Ohio-Little Miami,Middle Ohio,Ohio Region,OH,4552.9
5090203,Middle Ohio-Laughery,Middle Ohio-Little Miami,Middle Ohio,Ohio Region,"IN,KY,OH",3651.56
5100101,Licking,Licking,Kentucky-Licking,Ohio Region,KY,7196.3
5100102,South Fork Licking,Licking,Kentucky-Licking,Ohio Region,KY,2401.49
5100201,North Fork Kentucky,Kentucky,Kentucky-Licking,Ohio Region,"KY,VA",3428.89
5100202,Middle Fork Kentucky,Kentucky,Kentucky-Licking,Ohio Region,KY,1448.17
5100203,South Fork Kentucky,Kentucky,Kentucky-Licking,Ohio Region,KY,1937.29
5100204,Upper Kentucky,Kentucky,Kentucky-Licking,Ohio Region,KY,2832.78
5100205,Lower Kentucky,Kentucky,Kentucky-Licking,Ohio Region,KY,8393.82
5110001,Upper Green,Green,Green,Ohio Region,KY,8133.88
5110002,Barren,Green,Green,Ohio Region,"KY,TN",5866.57
5110003,Middle Green,Green,Green,Ohio Region,KY,2661.48
5110004,Rough,Green,Green,Ohio Region,KY,2799.62
5110005,Lower Green,Green,Green,Ohio Region,KY,2390.66
5110006,Pond,Green,Green,Ohio Region,KY,2064.93
5120101,Upper Wabash,Wabash,Wabash,Ohio Region,"IN,OH",4230.82
5120102,Salamonie,Wabash,Wabash,Ohio Region,IN,1450.7
5120103,Mississinewa,Wabash,Wabash,Ohio Region,"IN,OH",2114.79
5120104,Eel,Wabash,Wabash,Ohio Region,IN,2114.45
5120105,Middle Wabash-Deer,Wabash,Wabash,Ohio Region,IN,1733.11
5120106,Tippecanoe,Wabash,Wabash,Ohio Region,IN,5046.53
5120107,Wildcat,Wabash,Wabash,Ohio Region,IN,2081.62
5120108,Middle Wabash-Little Vermilion,Wabash,Wabash,Ohio Region,"IL,IN",5892.13
5120109,Vermilion,Wabash,Wabash,Ohio Region,"IL,IN",3707.96
5120110,Sugar,Wabash,Wabash,Ohio Region,IN,2101.24
5120111,Middle Wabash-Busseron,Wabash,Wabash,Ohio Region,"IL,IN",5252.94
5120112,Embarras,Wabash,Wabash,Ohio Region,IL,6308.82
5120113,Lower Wabash,Wabash,Wabash,Ohio Region,"IL,IN",3399.73
5120114,Little Wabash,Wabash,Wabash,Ohio Region,IL,5547.64
5120115,Skillet,Wabash,Wabash,Ohio Region,IL,2750.77
5120201,Upper White,Patoka-White,Wabash,Ohio Region,IN,7046.97
5120202,Lower White,Patoka-White,Wabash,Ohio Region,IN,4333.86
5120203,Eel,Patoka-White,Wabash,Ohio Region,IN,3128.58
5120204,Driftwood,Patoka-White,Wabash,Ohio Region,IN,3018.64
5120205,Flatrock-Haw,Patoka-White,Wabash,Ohio Region,IN,1548.55
5120206,Upper East Fork White,Patoka-White,Wabash,Ohio Region,IN,2101.42
5120207,Muscatatuck,Patoka-White,Wabash,Ohio Region,IN,2954.12
5120208,Lower East Fork White,Patoka-White,Wabash,Ohio Region,IN,5254.25
5120209,Patoka,Patoka-White,Wabash,Ohio Region,IN,2229.18
5130101,Upper Cumberland,Upper Cumberland,Cumberland,Ohio Region,"KY,TN,VA",6038.66
5130102,Rockcastle,Upper Cumberland,Cumberland,Ohio Region,KY,1977.51
5130103,Upper Cumberland-Lake Cumberland,Upper Cumberland,Cumberland,Ohio Region,"KY,TN",4874.85
5130104,South Fork Cumberland,Upper Cumberland,Cumberland,Ohio Region,"KY,TN",3580.81
5130105,Obey,Upper Cumberland,Cumberland,Ohio Region,"KY,TN",2452.65
5130106,Upper Cumberland-Cordell Hull Reservoir,Upper Cumberland,Cumberland,Ohio Region,TN,2063.97
5130107,Collins,Upper Cumberland,Cumberland,Ohio Region,TN,2039.14
5130108,Caney,Upper Cumberland,Cumberland,Ohio Region,TN,4653.87
5130201,Lower Cumberland-Old Hickory Lake,Lower Cumberland,Cumberland,Ohio Region,TN,2552.95
5130202,Lower Cumberland-Sycamore,Lower Cumberland,Cumberland,Ohio Region,TN,1676.91
5130203,Stones,Lower Cumberland,Cumberland,Ohio Region,TN,2423.48
5130204,Harpeth,Lower Cumberland,Cumberland,Ohio Region,TN,2245.66
5130205,Lower Cumberland,Lower Cumberland,Cumberland,Ohio Region,"KY,TN",6045.26
5130206,Red,Lower Cumberland,Cumberland,Ohio Region,"KY,TN",3764.97
5140101,Silver-Little Kentucky,Lower Ohio-Salt,Lower Ohio,Ohio Region,"IN,KY",3267.66
5140102,Salt,Lower Ohio-Salt,Lower Ohio,Ohio Region,KY,3805.47
5140103,Rolling Fork,Lower Ohio-Salt,Lower Ohio,Ohio Region,KY,3754.22
5140104,Blue-Sinking,Lower Ohio-Salt,Lower Ohio,Ohio Region,"IN,KY",4916.44
5140201,Lower Ohio-Little Pigeon,Lower Ohio,Lower Ohio,Ohio Region,"IN,KY",3615.63
5140202,Highland-Pigeon,Lower Ohio,Lower Ohio,Ohio Region,"IL,IN,KY",2684.14
5140203,Lower Ohio-Bay,Lower Ohio,Lower Ohio,Ohio Region,"IL,KY",2706.83
5140204,Saline,Lower Ohio,Lower Ohio,Ohio Region,"IL,KY",3049.41
5140205,Tradewater,Lower Ohio,Lower Ohio,Ohio Region,KY,2441.89
5140206,Lower Ohio,Lower Ohio,Lower Ohio,Ohio Region,"IL,KY",2391.1
6010101,North Fork Holston,French Broad-Holston,Upper Tennessee,Tennessee Region,"TN,VA",1882.22
6010102,South Fork Holston,French Broad-Holston,Upper Tennessee,Tennessee Region,"NC,TN,VA",3054.45
6010103,"Watauga, North Carolina, Tennessee",French Broad-Holston,Upper Tennessee,Tennessee Region,"NC,TN",2248.99
6010104,Holston,French Broad-Holston,Upper Tennessee,Tennessee Region,"TN,VA",2589.97
6010105,Upper French Broad,French Broad-Holston,Upper Tennessee,Tennessee Region,"NC,SC,TN",4867.99
6010106,Pigeon,French Broad-Holston,Upper Tennessee,Tennessee Region,"NC,TN",1785.6
6010107,Lower French Broad,French Broad-Holston,Upper Tennessee,Tennessee Region,"NC,TN",2063.04
6010108,Nolichucky,French Broad-Holston,Upper Tennessee,Tennessee Region,"NC,TN",4553.47
6010201,Watts Bar Lake,Upper Tennessee,Upper Tennessee,Tennessee Region,"NC,TN",3505.89
6010202,Upper Little Tennessee,Upper Tennessee,Upper Tennessee,Tennessee Region,"GA,NC,TN",2168.56
6010203,Tuckasegee,Upper Tennessee,Upper Tennessee,Tennessee Region,"NC,TN",1900.62
6010204,Lower Little Tennessee,Upper Tennessee,Upper Tennessee,Tennessee Region,"NC,TN",2732.57
6010205,"Upper Clinch, Tennessee, Virginia",Upper Tennessee,Upper Tennessee,Tennessee Region,"TN,VA,WV",5091.27
6010206,Powell,Upper Tennessee,Upper Tennessee,Tennessee Region,"KY,TN,VA",2451.94
6010207,Lower Clinch,Upper Tennessee,Upper Tennessee,Tennessee Region,TN,1647.78
6010208,Emory,Upper Tennessee,Upper Tennessee,Tennessee Region,TN,2243.58
6020001,Middle Tennessee-Chickamauga,Middle Tennessee-Hiwassee,Middle Tennessee-Hiwassee,Tennessee Region,"AL,GA,TN",4827.14
6020002,Hiwassee,Middle Tennessee-Hiwassee,Middle Tennessee-Hiwassee,Tennessee Region,"GA,NC,TN",5325.15
6020003,Ocoee,Middle Tennessee-Hiwassee,Middle Tennessee-Hiwassee,Tennessee Region,"GA,NC,TN",1655.29
6020004,Sequatchie,Middle Tennessee-Hiwassee,Middle Tennessee-Hiwassee,Tennessee Region,TN,1558.09
6030001,Guntersville Lake,Middle Tennessee-Elk,Middle Tennessee-Elk,Tennessee Region,"AL,GA,TN",5173.62
6030002,Wheeler Lake,Middle Tennessee-Elk,Middle Tennessee-Elk,Tennessee Region,"AL,TN",7493.18
6030003,Upper Elk,Middle Tennessee-Elk,Middle Tennessee-Elk,Tennessee Region,"AL,TN",3325.23
6030004,Lower Elk,Middle Tennessee-Elk,Middle Tennessee-Elk,Tennessee Region,"AL,TN",2496.93
6030005,Pickwick Lake,Middle Tennessee-Elk,Middle Tennessee-Elk,Tennessee Region,"AL,MS,TN",5911.47
6030006,Bear,Middle Tennessee-Elk,Middle Tennessee-Elk,Tennessee Region,"AL,MS",2444.41
6040001,Lower Tennessee-Beech,Lower Tennessee,Lower Tennessee,Tennessee Region,"MS,TN",5403.44
6040002,Upper Duck,Lower Tennessee,Lower Tennessee,Tennessee Region,TN,3058.1
6040003,Lower Duck,Lower Tennessee,Lower Tennessee,Tennessee Region,TN,4005.76
6040004,Buffalo,Lower Tennessee,Lower Tennessee,Tennessee Region,TN,1975.15
6040005,Kentucky Lake,Lower Tennessee,Lower Tennessee,Tennessee Region,"KY,TN",4700.15
6040006,Lower Tennessee,Lower Tennessee,Lower Tennessee,Tennessee Region,"KY,TN",1807.43
7010101,Mississippi Headwaters,Mississippi Headwaters,Mississippi Headwaters,Upper Mississippi Region,MN,4975.4
7010102,Leech Lake,Mississippi Headwaters,Mississippi Headwaters,Upper Mississippi Region,MN,3473.87
7010103,Prairie-Willow,Mississippi Headwaters,Mississippi Headwaters,Upper Mississippi Region,MN,5397.87
7010104,Elk-Nokasippi,Mississippi Headwaters,Mississippi Headwaters,Upper Mississippi Region,MN,4358.35
7010105,Pine,Mississippi Headwaters,Mississippi Headwaters,Upper Mississippi Region,MN,2028.21
7010106,Crow Wing,Mississippi Headwaters,Mississippi Headwaters,Upper Mississippi Region,MN,5136.79
7010107,Redeye,Mississippi Headwaters,Mississippi Headwaters,Upper Mississippi Region,MN,2315.27
7010108,Long Prairie,Mississippi Headwaters,Mississippi Headwaters,Upper Mississippi Region,MN,2287.2
7010201,Platte-Spunk,Upper Mississippi-Crow-Rum,Mississippi Headwaters,Upper Mississippi Region,MN,2654.87
7010202,Sauk,Upper Mississippi-Crow-Rum,Mississippi Headwaters,Upper Mississippi Region,MN,2700.89
7010203,Clearwater-Elk,Upper Mississippi-Crow-Rum,Mississippi Headwaters,Upper Mississippi Region,MN,2905.03
7010204,Crow,Upper Mississippi-Crow-Rum,Mississippi Headwaters,Upper Mississippi Region,MN,3825.64
7010205,South Fork Crow,Upper Mississippi-Crow-Rum,Mississippi Headwaters,Upper Mississippi Region,MN,3312.26
7010206,Twin Cities,Upper Mississippi-Crow-Rum,Mississippi Headwaters,Upper Mississippi Region,MN,2609.24
7010207,Rum,Upper Mississippi-Crow-Rum,Mississippi Headwaters,Upper Mississippi Region,MN,4105.05
7020001,Upper Minnesota,Minnesota,Minnesota,Upper Mississippi Region,"MN,ND,SD",5515.24
7020002,Pomme De Terre,Minnesota,Minnesota,Upper Mississippi Region,MN,2266.03
7020003,Lac Qui Parle,Minnesota,Minnesota,Upper Mississippi Region,"MN,SD",2840.22
7020004,Hawk-Yellow Medicine,Minnesota,Minnesota,Upper Mississippi Region,"MN,SD",5392.63
7020005,Chippewa,Minnesota,Minnesota,Upper Mississippi Region,MN,5381.82
7020006,Redwood,Minnesota,Minnesota,Upper Mississippi Region,MN,1810.32
7020007,Middle Minnesota,Minnesota,Minnesota,Upper Mississippi Region,MN,3489.54
7020008,Cottonwood,Minnesota,Minnesota,Upper Mississippi Region,MN,3402.12
7020009,Blue Earth,Minnesota,Minnesota,Upper Mississippi Region,"IA,MN",4054.26
7020010,Watonwan,Minnesota,Minnesota,Upper Mississippi Region,MN,2262.85
7020011,Le Sueur,Minnesota,Minnesota,Upper Mississippi Region,MN,2879.67
7020012,Lower Minnesota,Minnesota,Minnesota,Upper Mississippi Region,MN,4755.64
7030001,Upper St. Croix,St. Croix,St. Croix,Upper Mississippi Region,"MN,WI",5247.3
7030002,Namekagon,St. Croix,St. Croix,Upper Mississippi Region,WI,2638.0
7030003,Kettle,St. Croix,St. Croix,Upper Mississippi Region,MN,2725.4
7030004,Snake,St. Croix,St. Croix,Upper Mississippi Region,MN,2606.38
7030005,Lower St. Croix,St. Croix,St. Croix,Upper Mississippi Region,"MN,WI",6777.5
7040001,Rush-Vermillion,Upper Mississippi-Black-Root,Upper Mississippi-Black-Root,Upper Mississippi Region,"MN,WI",2880.61
7040002,Cannon,Upper Mississippi-Black-Root,Upper Mississippi-Black-Root,Upper Mississippi Region,MN,3809.36
7040003,Buffalo-Whitewater,Upper Mississippi-Black-Root,Upper Mississippi-Black-Root,Upper Mississippi Region,"MN,WI",3603.22
7040004,Zumbro,Upper Mississippi-Black-Root,Upper Mississippi-Black-Root,Upper Mississippi Region,MN,3682.9
7040005,Trempealeau,Upper Mississippi-Black-Root,Upper Mississippi-Black-Root,Upper Mississippi Region,WI,1888.9
7040006,La Crosse-Pine,Upper Mississippi-Black-Root,Upper Mississippi-Black-Root,Upper Mississippi Region,"MN,WI",1799.99
7040007,Black,Upper Mississippi-Black-Root,Upper Mississippi-Black-Root,Upper Mississippi Region,WI,5894.5
7040008,Root,Upper Mississippi-Black-Root,Upper Mississippi-Black-Root,Upper Mississippi Region,"IA,MN",4310.17
7050001,Upper Chippewa,Chippewa,Chippewa,Upper Mississippi Region,WI,4999.03
7050002,Flambeau,Chippewa,Chippewa,Upper Mississippi Region,"MI,WI",3054.68
7050003,South Fork Flambeau,Chippewa,Chippewa,Upper Mississippi Region,WI,1915.08
7050004,Jump,Chippewa,Chippewa,Upper Mississippi Region,WI,2213.03
7050005,Lower Chippewa,Chippewa,Chippewa,Upper Mississippi Region,WI,5337.91
7050006,Eau Claire,Chippewa,Chippewa,Upper Mississippi Region,WI,2289.03
7050007,Red Cedar,Chippewa,Chippewa,Upper Mississippi Region,WI,4897.41
7060001,Coon-Yellow,Upper Mississippi-Maquoketa-Plum,Upper Mississippi-Maquoketa-Plum,Upper Mississippi Region,"IA,MN,WI",3688.7
7060002,Upper Iowa,Upper Mississippi-Maquoketa-Plum,Upper Mississippi-Maquoketa-Plum,Upper Mississippi Region,"IA,MN",2588.68
7060003,Grant-Little Maquoketa,Upper Mississippi-Maquoketa-Plum,Upper Mississippi-Maquoketa-Plum,Upper Mississippi Region,"IA,WI",2899.59
7060004,Turkey,Upper Mississippi-Maquoketa-Plum,Upper Mississippi-Maquoketa-Plum,Upper Mississippi Region,IA,4387.24
7060005,Apple-Plum,Upper Mississippi-Maquoketa-Plum,Upper Mississippi-Maquoketa-Plum,Upper Mississippi Region,"IA,IL,WI",3849.79
7060006,Maquoketa,Upper Mississippi-Maquoketa-Plum,Upper Mississippi-Maquoketa-Plum,Upper Mississippi Region,IA,4844.04
7070001,Upper Wisconsin,Wisconsin,Wisconsin,Upper Mississippi Region,"MI,WI",5645.62
7070002,Lake Dubay,Wisconsin,Wisconsin,Upper Mississippi Region,WI,7043.24
7070003,Castle Rock,Wisconsin,Wisconsin,Upper Mississippi Region,WI,8415.94
7070004,Baraboo,Wisconsin,Wisconsin,Upper Mississippi Region,WI,1697.37
7070005,Lower Wisconsin,Wisconsin,Wisconsin,Upper Mississippi Region,WI,6115.12
7070006,Kickapoo,Wisconsin,Wisconsin,Upper Mississippi Region,WI,1988.36
7080101,Copperas-Duck,Upper Mississippi-Skunk-Wapsipinicon,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,"IA,IL",2568.51
7080102,Upper Wapsipinicon,Upper Mississippi-Skunk-Wapsipinicon,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,"IA,MN",4060.53
7080103,Lower Wapsipinicon,Upper Mississippi-Skunk-Wapsipinicon,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,IA,2541.83
7080104,Flint-Henderson,Upper Mississippi-Skunk-Wapsipinicon,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,"IA,IL,MO",6257.38
7080105,South Skunk,Upper Mississippi-Skunk-Wapsipinicon,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,IA,4774.75
7080106,North Skunk,Upper Mississippi-Skunk-Wapsipinicon,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,IA,2259.61
7080107,Skunk,Upper Mississippi-Skunk-Wapsipinicon,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,IA,4231.12
7080201,Upper Cedar,Iowa,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,"IA,MN",4362.98
7080202,Shell Rock,Iowa,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,"IA,MN",2797.79
7080203,Winnebago,Iowa,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,"IA,MN",1782.95
7080204,West Fork Cedar,Iowa,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,IA,2230.3
7080205,Middle Cedar,Iowa,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,IA,6259.6
7080206,Lower Cedar,Iowa,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,IA,2845.97
7080207,Upper Iowa,Iowa,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,IA,3770.97
7080208,Middle Iowa,Iowa,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,IA,4292.37
7080209,Lower Iowa,Iowa,Upper Mississippi-Iowa-Skunk-Wapsipinicon,Upper Mississippi Region,IA,4366.13
7090001,Upper Rock,Rock,Rock,Upper Mississippi Region,WI,4902.8
7090002,Middle Rock,Rock,Rock,Upper Mississippi Region,"IL,WI",4743.49
7090003,Pecatonica,Rock,Rock,Upper Mississippi Region,"IL,WI",4869.57
7090004,Sugar,Rock,Rock,Upper Mississippi Region,"IL,WI",1969.81
7090005,Lower Rock,Rock,Rock,Upper Mississippi Region,"IL,WI",5616.77
7090006,Kishwaukee,Rock,Rock,Upper Mississippi Region,"IL,WI",3250.09
7090007,Green,Rock,Rock,Upper Mississippi Region,IL,2923.64
7100001,Des Moines Headwaters,Des Moines,Des Moines,Upper Mississippi Region,MN,3231.18
7100002,Upper Des Moines,Des Moines,Des Moines,Upper Mississippi Region,"IA,MN",2786.66
7100003,East Fork Des Moines,Des Moines,Des Moines,Upper Mississippi Region,"IA,MN",3385.6
7100004,Middle Des Moines,Des Moines,Des Moines,Upper Mississippi Region,IA,4468.9
7100005,Boone,Des Moines,Des Moines,Upper Mississippi Region,IA,2352.86
7100006,North Raccoon,Des Moines,Des Moines,Upper Mississippi Region,IA,6399.54
7100007,South Raccoon,Des Moines,Des Moines,Upper Mississippi Region,IA,2944.48
7100008,Lake Red Rock,Des Moines,Des Moines,Upper Mississippi Region,IA,6326.29
7100009,Lower Des Moines,Des Moines,Des Moines,Upper Mississippi Region,"IA,MO",5546.97
7110001,Bear-Wyaconda,Upper Mississippi-Salt,Upper Mississippi-Salt,Upper Mississippi Region,"IA,IL,MO",4471.0
7110002,North Fabius,Upper Mississippi-Salt,Upper Mississippi-Salt,Upper Mississippi Region,"IA,MO",2371.96
7110003,South Fabius,Upper Mississippi-Salt,Upper Mississippi-Salt,Upper Mississippi Region,MO,1605.28
7110004,The Sny,Upper Mississippi-Salt,Upper Mississippi-Salt,Upper Mississippi Region,"IL,MO",5146.75
7110005,North Fork Salt,Upper Mississippi-Salt,Upper Mississippi-Salt,Upper Mississippi Region,MO,2314.55
7110006,South Fork Salt,Upper Mississippi-Salt,Upper Mississippi-Salt,Upper Mississippi Region,MO,3143.6
7110007,Salt,Upper Mississippi-Salt,Upper Mississippi-Salt,Upper Mississippi Region,MO,2056.52
7110008,Cuivre,Upper Mississippi-Salt,Upper Mississippi-Salt,Upper Mississippi Region,MO,3268.14
7110009,Peruque-Piasa,Upper Mississippi-Salt,Upper Mississippi-Salt,Upper Mississippi Region,"IL,MO",1731.13
7120001,Kankakee,Upper Illinois,Upper Illinois,Upper Mississippi Region,"IL,IN,MI",7845.44
7120002,Iroquois,Upper Illinois,Upper Illinois,Upper Mississippi Region,"IL,IN",5537.46
7120003,Chicago,Upper Illinois,Upper Illinois,Upper Mississippi Region,"IL,IN",1590.16
7120004,Des Plaines,Upper Illinois,Upper Illinois,Upper Mississippi Region,"IL,WI",3769.72
7120005,Upper Illinois,Upper Illinois,Upper Illinois,Upper Mississippi Region,IL,2606.49
7120006,Upper Fox,Upper Illinois,Upper Illinois,Upper Mississippi Region,"IL,WI",3999.07
7120007,Lower Fox,Upper Illinois,Upper Illinois,Upper Mississippi Region,IL,2857.07
7130001,Lower Illinois-Senachwine Lake,Lower Illinois,Lower Illinois,Upper Mississippi Region,IL,5075.93
7130002,Vermilion,Lower Illinois,Lower Illinois,Upper Mississippi Region,IL,3452.79
7130003,Lower Illinois-Lake Chautauqua,Lower Illinois,Lower Illinois,Upper Mississippi Region,IL,4202.8
7130004,Mackinaw,Lower Illinois,Lower Illinois,Upper Mississippi Region,IL,2976.16
7130005,Spoon,Lower Illinois,Lower Illinois,Upper Mississippi Region,IL,4831.22
