Model,Member,Var,Season,RMSE,BIAS,Both
HadGEM3-GC31-LL,r3i1p1f3,pr,JJA,6.3,1.9,6.580273551
HadGEM3-GC31-LL,r3i1p1f3,pr,SON,4.7,-0.9,4.785394446
HadGEM3-GC31-LL,r3i1p1f3,tasmax,DJF,0.1,0,0.1
HadGEM3-GC31-LL,r3i1p1f3,tasmax,MAM,0.1,0,0.1
HadGEM3-GC31-LL,r3i1p1f3,tasmax,JJA,0.1,-0.1,0.141421356
HadGEM3-GC31-LL,r3i1p1f3,tasmax,SON,0.1,0.1,0.141421356
HadGEM3-GC31-LL,r3i1p1f3,tasmin,DJF,0.2,-0.1,0.223606798
HadGEM3-GC31-LL,r3i1p1f3,tasmin,MAM,0.1,0.1,0.141421356
HadGEM3-GC31-LL,r3i1p1f3,tasmin,JJA,0.1,0,0.1
HadGEM3-GC31-LL,r3i1p1f3,tasmin,SON,0.1,0.1,0.141421356
HadGEM3-GC31-LL,r3i1p1f3,DTR,DJF,0.1,0,0.1
HadGEM3-GC31-LL,r3i1p1f3,DTR,MAM,0.1,0,0.1
HadGEM3-GC31-LL,r3i1p1f3,DTR,JJA,0.1,0.1,0.141421356
HadGEM3-GC31-LL,r3i1p1f3,DTR,SON,0.1,0,0.1
HadGEM3-GC31-LL,r3i1p1f3,pr,Annual,9.830055951,2.38117618,10.11434625
HadGEM3-GC31-LL,r3i1p1f3,tasmax,Annual,0.2,0.141421356,0.244948974
HadGEM3-GC31-LL,r3i1p1f3,tasmin,Annual,0.264575131,0.173205081,0.316227766
HadGEM3-GC31-LL,r3i1p1f3,DTR,Annual,0.2,0.1,0.223606798
HadGEM3-GC31-LL,r3i1p1f3,All,DJF,3.708099244,1.004987562,3.841874542
HadGEM3-GC31-LL,r3i1p1f3,All,MAM,4.603259715,0.509901951,4.631414471
HadGEM3-GC31-LL,r3i1p1f3,All,JJA,6.302380503,1.905255888,6.584071689
HadGEM3-GC31-LL,r3i1p1f3,All,SON,4.703190407,0.911043358,4.790615827
ACCESS-ESM1-5,r1i1p1f1,All,Annual,9.901010049,1.923538406,10.08612909
HadGEM3-GC31-MM,r2i1p1f3,pr,DJF,4,1.4,4.23792402
HadGEM3-GC31-MM,r2i1p1f3,pr,MAM,4.2,-1,4.317406629
HadGEM3-GC31-MM,r2i1p1f3,pr,JJA,5.9,0,5.9
HadGEM3-GC31-MM,r2i1p1f3,pr,SON,4.6,1.4,4.808326112
HadGEM3-GC31-MM,r2i1p1f3,tasmax,DJF,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,tasmax,MAM,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,tasmax,JJA,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,tasmax,SON,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,tasmin,DJF,0.2,0,0.2
HadGEM3-GC31-MM,r2i1p1f3,tasmin,MAM,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,tasmin,JJA,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,tasmin,SON,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,DTR,DJF,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,DTR,MAM,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,DTR,JJA,0.1,0,0.1
HadGEM3-GC31-MM,r2i1p1f3,DTR,SON,0.1,0.1,0.141421356
HadGEM3-GC31-MM,r2i1p1f3,pr,Annual,9.46625586,2.218107301,9.722653959
HadGEM3-GC31-MM,r2i1p1f3,tasmax,Annual,0.2,0,0.2
HadGEM3-GC31-MM,r2i1p1f3,tasmin,Annual,0.264575131,0,0.264575131
HadGEM3-GC31-MM,r2i1p1f3,DTR,Annual,0.2,0.1,0.223606798
HadGEM3-GC31-MM,r2i1p1f3,All,DJF,4.007492982,1.4,4.244997055
HadGEM3-GC31-MM,r2i1p1f3,All,MAM,4.203569911,1,4.32087954
HadGEM3-GC31-MM,r2i1p1f3,All,JJA,5.902541825,0,5.902541825
HadGEM3-GC31-MM,r2i1p1f3,All,SON,4.603259715,1.403566885,4.812483766
HadGEM3-GC31-LL,r3i1p1f3,All,Annual,9.837682654,2.393741841,10.12472222
INM-CM4-8,r1i1p1f1,pr,DJF,2.4,-0.5,2.451530134
INM-CM4-8,r1i1p1f1,pr,MAM,3.1,-0.3,3.1144823
INM-CM4-8,r1i1p1f1,pr,JJA,5.3,-0.4,5.315072906
INM-CM4-8,r1i1p1f1,pr,SON,2.9,0.1,2.901723626
INM-CM4-8,r1i1p1f1,tasmax,DJF,0,0,0
INM-CM4-8,r1i1p1f1,tasmax,MAM,0,0,0
INM-CM4-8,r1i1p1f1,tasmax,JJA,0,0,0
INM-CM4-8,r1i1p1f1,tasmax,SON,0,0,0
INM-CM4-8,r1i1p1f1,tasmin,DJF,0.1,0,0.1
INM-CM4-8,r1i1p1f1,tasmin,MAM,0,0,0
INM-CM4-8,r1i1p1f1,tasmin,JJA,0,0,0
INM-CM4-8,r1i1p1f1,tasmin,SON,0,0,0
INM-CM4-8,r1i1p1f1,DTR,DJF,0,0,0
INM-CM4-8,r1i1p1f1,DTR,MAM,0,0,0
INM-CM4-8,r1i1p1f1,DTR,JJA,0,0,0
INM-CM4-8,r1i1p1f1,DTR,SON,0,0,0
INM-CM4-8,r1i1p1f1,pr,Annual,7.202083032,0.714142843,7.237402849
INM-CM4-8,r1i1p1f1,tasmax,Annual,0,0,0
INM-CM4-8,r1i1p1f1,tasmin,Annual,0.1,0,0.1
INM-CM4-8,r1i1p1f1,DTR,Annual,0,0,0
INM-CM4-8,r1i1p1f1,All,DJF,2.40208243,0.5,2.453568829
INM-CM4-8,r1i1p1f1,All,MAM,3.1,0.3,3.1144823
INM-CM4-8,r1i1p1f1,All,JJA,5.3,0.4,5.315072906
INM-CM4-8,r1i1p1f1,All,SON,2.9,0.1,2.901723626
EC-Earth3,r2i1p1f1,All,Annual,9.927235265,2.097617696,10.14642794
INM-CM5-0,r4i1p1f1,pr,DJF,2.9,0,2.9
INM-CM5-0,r4i1p1f1,pr,MAM,5.3,-1.1,5.412947441
INM-CM5-0,r4i1p1f1,pr,JJA,6,-1.3,6.139218191
INM-CM5-0,r4i1p1f1,pr,SON,3.9,0.1,3.901281841
INM-CM5-0,r4i1p1f1,tasmax,DJF,0.1,-0.1,0.141421356
INM-CM5-0,r4i1p1f1,tasmax,MAM,0.1,0,0.1
INM-CM5-0,r4i1p1f1,tasmax,JJA,0.1,0,0.1
INM-CM5-0,r4i1p1f1,tasmax,SON,0.1,0,0.1
INM-CM5-0,r4i1p1f1,tasmin,DJF,0.7,0.1,0.707106781
INM-CM5-0,r4i1p1f1,tasmin,MAM,0.6,-0.5,0.781024968
INM-CM5-0,r4i1p1f1,tasmin,JJA,0.3,-0.2,0.360555128
INM-CM5-0,r4i1p1f1,tasmin,SON,0.3,-0.2,0.360555128
INM-CM5-0,r4i1p1f1,DTR,DJF,0.1,0,0.1
INM-CM5-0,r4i1p1f1,DTR,MAM,0.1,0,0.1
INM-CM5-0,r4i1p1f1,DTR,JJA,0.1,0,0.1
INM-CM5-0,r4i1p1f1,DTR,SON,0.1,0,0.1
INM-CM5-0,r4i1p1f1,pr,Annual,9.365361712,1.705872211,9.519453766
INM-CM5-0,r4i1p1f1,tasmax,Annual,0.2,0.1,0.223606798
INM-CM5-0,r4i1p1f1,tasmin,Annual,1.014889157,0.583095189,1.170469991
INM-CM5-0,r4i1p1f1,DTR,Annual,0.2,0,0.2
INM-CM5-0,r4i1p1f1,All,DJF,2.986636905,0.141421356,2.989983278
INM-CM5-0,r4i1p1f1,All,MAM,5.335728629,1.208304597,5.470831747
INM-CM5-0,r4i1p1f1,All,JJA,6.009159675,1.315294644,6.1514226
INM-CM5-0,r4i1p1f1,All,SON,3.914077158,0.223606798,3.920459157
NorESM2-MM,r2i1p1f1,All,Annual,9.676259608,3.37194306,10.24695077
IPSL-CM6A-LR,r3i1p1f1,pr,DJF,4,-1.3,4.205948169
IPSL-CM6A-LR,r3i1p1f1,pr,MAM,5.1,-1.4,5.288667129
IPSL-CM6A-LR,r3i1p1f1,pr,JJA,7,-1.1,7.085901495
IPSL-CM6A-LR,r3i1p1f1,pr,SON,4.3,-1.1,4.438468204
IPSL-CM6A-LR,r3i1p1f1,tasmax,DJF,0.1,0.1,0.141421356
IPSL-CM6A-LR,r3i1p1f1,tasmax,MAM,0.1,0.1,0.141421356
IPSL-CM6A-LR,r3i1p1f1,tasmax,JJA,0.1,0,0.1
IPSL-CM6A-LR,r3i1p1f1,tasmax,SON,0.1,0,0.1
IPSL-CM6A-LR,r3i1p1f1,tasmin,DJF,0.7,-0.5,0.860232527
IPSL-CM6A-LR,r3i1p1f1,tasmin,MAM,0.5,-0.2,0.538516481
IPSL-CM6A-LR,r3i1p1f1,tasmin,JJA,0.7,-0.6,0.921954446
IPSL-CM6A-LR,r3i1p1f1,tasmin,SON,0.8,-0.8,1.13137085
IPSL-CM6A-LR,r3i1p1f1,DTR,DJF,0.1,0,0.1
IPSL-CM6A-LR,r3i1p1f1,DTR,MAM,0.1,0,0.1
IPSL-CM6A-LR,r3i1p1f1,DTR,JJA,0.1,0,0.1
IPSL-CM6A-LR,r3i1p1f1,DTR,SON,0.1,0,0.1
IPSL-CM6A-LR,r3i1p1f1,pr,Annual,10.46422477,2.463736999,10.75034883
IPSL-CM6A-LR,r3i1p1f1,tasmax,Annual,0.2,0.141421356,0.244948974
IPSL-CM6A-LR,r3i1p1f1,tasmin,Annual,1.367479433,1.135781669,1.777638883
IPSL-CM6A-LR,r3i1p1f1,DTR,Annual,0.2,0,0.2
IPSL-CM6A-LR,r3i1p1f1,All,DJF,4.063249931,1.396424004,4.296510212
IPSL-CM6A-LR,r3i1p1f1,All,MAM,5.126402247,1.417744688,5.318834459
IPSL-CM6A-LR,r3i1p1f1,All,JJA,7.036334273,1.252996409,7.147027354
IPSL-CM6A-LR,r3i1p1f1,All,SON,4.376071297,1.360147051,4.582575695
CanESM5,r1i1p1f1,All,Annual,10.35953667,2.222611077,10.59528197
KACE-1-0-G,r2i1p1f1,pr,DJF,4.6,1.8,4.939635614
KACE-1-0-G,r2i1p1f1,pr,MAM,4.5,0.8,4.570557953
KACE-1-0-G,r2i1p1f1,pr,JJA,7.6,-0.5,7.61642961
KACE-1-0-G,r2i1p1f1,pr,SON,4.7,-0.9,4.785394446
KACE-1-0-G,r2i1p1f1,tasmax,DJF,0.1,0,0.1
KACE-1-0-G,r2i1p1f1,tasmax,MAM,0.1,0.1,0.141421356
KACE-1-0-G,r2i1p1f1,tasmax,JJA,0.2,0.1,0.223606798
KACE-1-0-G,r2i1p1f1,tasmax,SON,0.2,0.2,0.282842712
KACE-1-0-G,r2i1p1f1,tasmin,DJF,0.1,0.1,0.141421356
KACE-1-0-G,r2i1p1f1,tasmin,MAM,0.1,0.1,0.141421356
KACE-1-0-G,r2i1p1f1,tasmin,JJA,0.1,0.1,0.141421356
KACE-1-0-G,r2i1p1f1,tasmin,SON,0.2,0.1,0.223606798
KACE-1-0-G,r2i1p1f1,DTR,DJF,0.1,0,0.1
KACE-1-0-G,r2i1p1f1,DTR,MAM,0.1,0,0.1
KACE-1-0-G,r2i1p1f1,DTR,JJA,0.1,0,0.1
KACE-1-0-G,r2i1p1f1,DTR,SON,0.1,0.1,0.141421356
KACE-1-0-G,r2i1p1f1,pr,Annual,11.01181184,2.222611077,11.23387734
KACE-1-0-G,r2i1p1f1,tasmax,Annual,0.316227766,0.244948974,0.4
KACE-1-0-G,r2i1p1f1,tasmin,Annual,0.264575131,0.2,0.331662479
KACE-1-0-G,r2i1p1f1,DTR,Annual,0.2,0.1,0.223606798
KACE-1-0-G,r2i1p1f1,All,DJF,4.603259715,1.802775638,4.943682838
KACE-1-0-G,r2i1p1f1,All,MAM,4.5033321,0.81240384,4.576024475
KACE-1-0-G,r2i1p1f1,All,JJA,7.603946344,0.519615242,7.621679605
KACE-1-0-G,r2i1p1f1,All,SON,4.709564736,0.932737905,4.801041554
ACCESS-CM2,r1i1p1f1,All,Annual,10.62402937,0.842614977,10.6573918
MIROC6,r1i1p1f1,pr,DJF,3.7,-1,3.832753579
MIROC6,r1i1p1f1,pr,MAM,3.8,0.3,3.811823711
MIROC6,r1i1p1f1,pr,JJA,5.8,-0.7,5.842088668
MIROC6,r1i1p1f1,pr,SON,0.6,-1.6,1.708800749
MIROC6,r1i1p1f1,tasmax,DJF,0.2,-0.2,0.282842712
MIROC6,r1i1p1f1,tasmax,MAM,0.2,-0.2,0.282842712
MIROC6,r1i1p1f1,tasmax,JJA,0.1,0,0.1
MIROC6,r1i1p1f1,tasmax,SON,0.1,0.1,0.141421356
MIROC6,r1i1p1f1,tasmin,DJF,0.2,-0.2,0.282842712
MIROC6,r1i1p1f1,tasmin,MAM,0.2,-0.2,0.282842712
MIROC6,r1i1p1f1,tasmin,JJA,0.1,0,0.1
MIROC6,r1i1p1f1,tasmin,SON,0.1,0,0.1
MIROC6,r1i1p1f1,DTR,DJF,0.1,0,0.1
MIROC6,r1i1p1f1,DTR,MAM,0.1,0,0.1
MIROC6,r1i1p1f1,DTR,JJA,0.1,0,0.1
MIROC6,r1i1p1f1,DTR,SON,0.1,0,0.1
MIROC6,r1i1p1f1,pr,Annual,7.88225856,2.034698995,8.140638796
MIROC6,r1i1p1f1,tasmax,Annual,0.316227766,0.3,0.435889894
MIROC6,r1i1p1f1,tasmin,Annual,0.316227766,0.282842712,0.424264069
MIROC6,r1i1p1f1,DTR,Annual,0.2,0,0.2
MIROC6,r1i1p1f1,All,DJF,3.712142239,1.039230485,3.854867053
MIROC6,r1i1p1f1,All,MAM,3.811823711,0.412310563,3.834057903
MIROC6,r1i1p1f1,All,JJA,5.802585631,0.7,5.844655678
MIROC6,r1i1p1f1,All,SON,0.6244998,1.603121954,1.720465053
CESM2-LENS,r4i1p1f1,All,Annual,10.5517771,2.632489316,10.87520115
MPI-ESM1-2-HR,r10i1p1f1,pr,DJF,4.2,-2.2,4.741307836
MPI-ESM1-2-HR,r10i1p1f1,pr,MAM,4.2,0.2,4.204759208
MPI-ESM1-2-HR,r10i1p1f1,pr,JJA,6.8,0.7,6.835934464
MPI-ESM1-2-HR,r10i1p1f1,pr,SON,6.8,0.7,6.835934464
MPI-ESM1-2-HR,r10i1p1f1,tasmax,DJF,0.1,-0.1,0.141421356
MPI-ESM1-2-HR,r10i1p1f1,tasmax,MAM,0.2,-0.1,0.223606798
MPI-ESM1-2-HR,r10i1p1f1,tasmax,JJA,0.1,-0.1,0.141421356
MPI-ESM1-2-HR,r10i1p1f1,tasmax,SON,0.1,0,0.1
MPI-ESM1-2-HR,r10i1p1f1,tasmin,DJF,0.1,-0.1,0.141421356
MPI-ESM1-2-HR,r10i1p1f1,tasmin,MAM,0.1,-0.1,0.141421356
MPI-ESM1-2-HR,r10i1p1f1,tasmin,JJA,0.1,-0.1,0.141421356
MPI-ESM1-2-HR,r10i1p1f1,tasmin,SON,0.1,0,0.1
MPI-ESM1-2-HR,r10i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-HR,r10i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-HR,r10i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-HR,r10i1p1f1,DTR,SON,0.1,0,0.1
MPI-ESM1-2-HR,r10i1p1f1,pr,Annual,11.30309692,2.420743687,11.55941175
MPI-ESM1-2-HR,r10i1p1f1,tasmax,Annual,0.264575131,0.173205081,0.316227766
MPI-ESM1-2-HR,r10i1p1f1,tasmin,Annual,0.2,0.173205081,0.264575131
MPI-ESM1-2-HR,r10i1p1f1,DTR,Annual,0.2,0,0.2
MPI-ESM1-2-HR,r10i1p1f1,All,DJF,4.203569911,2.204540769,4.746577715
MPI-ESM1-2-HR,r10i1p1f1,All,MAM,4.207136794,0.244948974,4.214261501
MPI-ESM1-2-HR,r10i1p1f1,All,JJA,6.802205525,0.714142843,6.839590631
MPI-ESM1-2-HR,r10i1p1f1,All,SON,6.802205525,0.7,6.838128399
IPSL-CM6A-LR,r3i1p1f1,All,Annual,10.55698821,2.716615541,10.90091739
MPI-ESM1-2-LR,r10i1p1f1,pr,DJF,3.6,0.8,3.687817783
MPI-ESM1-2-LR,r10i1p1f1,pr,MAM,6,0.6,6.029925373
MPI-ESM1-2-LR,r10i1p1f1,pr,JJA,8.1,0.3,8.105553652
MPI-ESM1-2-LR,r10i1p1f1,pr,SON,5.1,-0.9,5.17880295
MPI-ESM1-2-LR,r10i1p1f1,tasmax,DJF,0.2,0.1,0.223606798
MPI-ESM1-2-LR,r10i1p1f1,tasmax,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r10i1p1f1,tasmax,JJA,0.2,0,0.2
MPI-ESM1-2-LR,r10i1p1f1,tasmax,SON,0.2,0.1,0.223606798
MPI-ESM1-2-LR,r10i1p1f1,tasmin,DJF,0.2,0.2,0.282842712
MPI-ESM1-2-LR,r10i1p1f1,tasmin,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r10i1p1f1,tasmin,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r10i1p1f1,tasmin,SON,0.2,0.1,0.223606798
MPI-ESM1-2-LR,r10i1p1f1,DTR,DJF,0.1,0,0.1
MPI-ESM1-2-LR,r10i1p1f1,DTR,MAM,0.1,0,0.1
MPI-ESM1-2-LR,r10i1p1f1,DTR,JJA,0.1,0,0.1
MPI-ESM1-2-LR,r10i1p1f1,DTR,SON,0.1,0,0.1
MPI-ESM1-2-LR,r10i1p1f1,pr,Annual,11.85664371,1.378404875,11.93649865
MPI-ESM1-2-LR,r10i1p1f1,tasmax,Annual,0.360555128,0.141421356,0.387298335
MPI-ESM1-2-LR,r10i1p1f1,tasmin,Annual,0.316227766,0.223606798,0.387298335
MPI-ESM1-2-LR,r10i1p1f1,DTR,Annual,0.2,0,0.2
MPI-ESM1-2-LR,r10i1p1f1,All,DJF,3.612478374,0.830662386,3.706750599
MPI-ESM1-2-LR,r10i1p1f1,All,MAM,6.002499479,0.6,6.032412453
MPI-ESM1-2-LR,r10i1p1f1,All,JJA,8.103702857,0.3,8.109253973
MPI-ESM1-2-LR,r10i1p1f1,All,SON,5.10881591,0.911043358,5.189412298
EC-Earth3-Veg,r4i1p1f1,All,Annual,10.6995327,2.284731932,10.94074952
MRI-ESM2-0,r5i1p1f1,pr,DJF,3.5,-0.2,3.505709629
MRI-ESM2-0,r5i1p1f1,pr,MAM,4.6,-0.1,4.601086828
MRI-ESM2-0,r5i1p1f1,pr,JJA,6.3,0.4,6.312685641
MRI-ESM2-0,r5i1p1f1,pr,SON,3.7,1.1,3.860051813
MRI-ESM2-0,r5i1p1f1,tasmax,DJF,0.1,0.1,0.141421356
MRI-ESM2-0,r5i1p1f1,tasmax,MAM,0.1,0.1,0.141421356
MRI-ESM2-0,r5i1p1f1,tasmax,JJA,0.1,0,0.1
MRI-ESM2-0,r5i1p1f1,tasmax,SON,0.1,0,0.1
MRI-ESM2-0,r5i1p1f1,tasmin,DJF,0.1,0.1,0.141421356
MRI-ESM2-0,r5i1p1f1,tasmin,MAM,0.1,0.1,0.141421356
MRI-ESM2-0,r5i1p1f1,tasmin,JJA,0,0,0
MRI-ESM2-0,r5i1p1f1,tasmin,SON,0,0,0
MRI-ESM2-0,r5i1p1f1,DTR,DJF,0.1,0,0.1
MRI-ESM2-0,r5i1p1f1,DTR,MAM,0.1,0,0.1
MRI-ESM2-0,r5i1p1f1,DTR,JJA,0.1,0,0.1
MRI-ESM2-0,r5i1p1f1,DTR,SON,0.1,0,0.1
MRI-ESM2-0,r5i1p1f1,pr,Annual,9.31611507,1.191637529,9.392017888
MRI-ESM2-0,r5i1p1f1,tasmax,Annual,0.2,0.141421356,0.244948974
MRI-ESM2-0,r5i1p1f1,tasmin,Annual,0.141421356,0.141421356,0.2
MRI-ESM2-0,r5i1p1f1,DTR,Annual,0.2,0,0.2
MRI-ESM2-0,r5i1p1f1,All,DJF,3.504283094,0.244948974,3.512833614
MRI-ESM2-0,r5i1p1f1,All,MAM,4.603259715,0.173205081,4.606517123
MRI-ESM2-0,r5i1p1f1,All,JJA,6.301587102,0.4,6.314269554
MRI-ESM2-0,r5i1p1f1,All,SON,3.702701716,1.1,3.862641583
KACE-1-0-G,r2i1p1f1,All,Annual,11.02134293,2.247220505,11.24811095
NorESM2-LM,r2i1p1f1,pr,DJF,3,0,3
NorESM2-LM,r2i1p1f1,pr,MAM,4,-0.2,4.004996879
NorESM2-LM,r2i1p1f1,pr,JJA,6,-0.9,6.067124525
NorESM2-LM,r2i1p1f1,pr,SON,6,0,6
NorESM2-LM,r2i1p1f1,tasmax,DJF,0.2,0,0.2
NorESM2-LM,r2i1p1f1,tasmax,MAM,0.1,0,0.1
NorESM2-LM,r2i1p1f1,tasmax,JJA,0.1,0.1,0.141421356
NorESM2-LM,r2i1p1f1,tasmax,SON,0.1,0.1,0.141421356
NorESM2-LM,r2i1p1f1,tasmin,DJF,0.2,0,0.2
NorESM2-LM,r2i1p1f1,tasmin,MAM,0.1,0,0.1
NorESM2-LM,r2i1p1f1,tasmin,JJA,0.1,0.1,0.141421356
NorESM2-LM,r2i1p1f1,tasmin,SON,0.1,0.1,0.141421356
NorESM2-LM,r2i1p1f1,DTR,DJF,0,0,0
NorESM2-LM,r2i1p1f1,DTR,MAM,0,0,0
NorESM2-LM,r2i1p1f1,DTR,JJA,0.1,0,0.1
NorESM2-LM,r2i1p1f1,DTR,SON,0.1,0,0.1
NorESM2-LM,r2i1p1f1,pr,Annual,9.848857802,0.921954446,9.891915891
NorESM2-LM,r2i1p1f1,tasmax,Annual,0.264575131,0.141421356,0.3
NorESM2-LM,r2i1p1f1,tasmin,Annual,0.264575131,0.141421356,0.3
NorESM2-LM,r2i1p1f1,DTR,Annual,0.141421356,0,0.141421356
NorESM2-LM,r2i1p1f1,All,DJF,3.013303835,0,3.013303835
NorESM2-LM,r2i1p1f1,All,MAM,4.002499219,0.2,4.007492982
NorESM2-LM,r2i1p1f1,All,JJA,6.002499479,0.911043358,6.071243695
NorESM2-LM,r2i1p1f1,All,SON,6.002499479,0.141421356,6.004165221
MPI-ESM1-2-HR,r10i1p1f1,All,Annual,11.30973032,2.433105012,11.56849169
NorESM2-MM,r2i1p1f1,pr,DJF,4.4,2,4.833218389
NorESM2-MM,r2i1p1f1,pr,MAM,3.8,1,3.929376541
NorESM2-MM,r2i1p1f1,pr,JJA,5.8,0.3,5.807753438
NorESM2-MM,r2i1p1f1,pr,SON,5.1,2.5,5.679788728
NorESM2-MM,r2i1p1f1,tasmax,DJF,0.2,0.1,0.223606798
NorESM2-MM,r2i1p1f1,tasmax,MAM,0.1,0,0.1
NorESM2-MM,r2i1p1f1,tasmax,JJA,0.1,0,0.1
NorESM2-MM,r2i1p1f1,tasmax,SON,0.1,0,0.1
NorESM2-MM,r2i1p1f1,tasmin,DJF,0.2,0.1,0.223606798
NorESM2-MM,r2i1p1f1,tasmin,MAM,0.1,0,0.1
NorESM2-MM,r2i1p1f1,tasmin,JJA,0.1,0,0.1
NorESM2-MM,r2i1p1f1,tasmin,SON,0.1,0,0.1
NorESM2-MM,r2i1p1f1,DTR,DJF,0.1,0,0.1
NorESM2-MM,r2i1p1f1,DTR,MAM,0.1,0,0.1
NorESM2-MM,r2i1p1f1,DTR,JJA,0.1,-0.1,0.141421356
NorESM2-MM,r2i1p1f1,DTR,SON,0.1,0,0.1
NorESM2-MM,r2i1p1f1,pr,Annual,9.666954019,3.367491648,10.23669869
NorESM2-MM,r2i1p1f1,tasmax,Annual,0.264575131,0.1,0.282842712
NorESM2-MM,r2i1p1f1,tasmin,Annual,0.264575131,0.1,0.282842712
NorESM2-MM,r2i1p1f1,DTR,Annual,0.2,0.1,0.223606798
NorESM2-MM,r2i1p1f1,All,DJF,4.410215414,2.004993766,4.844584606
NorESM2-MM,r2i1p1f1,All,MAM,3.80394532,1,3.933192088
NorESM2-MM,r2i1p1f1,All,JJA,5.802585631,0.316227766,5.81119609
NorESM2-MM,r2i1p1f1,All,SON,5.102940329,2.5,5.682429058
MPI-ESM1-2-LR,r10i1p1f1,All,Annual,11.86802427,1.403566885,11.9507322
TaiESM1,r1i1p1f1,pr,DJF,1.7,0,1.7
TaiESM1,r1i1p1f1,pr,MAM,2.8,0.3,2.816025568
TaiESM1,r1i1p1f1,pr,JJA,5.1,-0.8,5.1623638
TaiESM1,r1i1p1f1,pr,SON,2.6,0.3,2.617250466
TaiESM1,r1i1p1f1,tasmax,DJF,0.1,0,0.1
TaiESM1,r1i1p1f1,tasmax,MAM,0,0,0
TaiESM1,r1i1p1f1,tasmax,JJA,0,0,0
TaiESM1,r1i1p1f1,tasmax,SON,0,0,0
TaiESM1,r1i1p1f1,tasmin,DJF,0.1,0,0.1
TaiESM1,r1i1p1f1,tasmin,MAM,0,0,0
TaiESM1,r1i1p1f1,tasmin,JJA,0,0,0
TaiESM1,r1i1p1f1,tasmin,SON,0,0,0
TaiESM1,r1i1p1f1,DTR,DJF,0,0,0
TaiESM1,r1i1p1f1,DTR,MAM,0,0,0
TaiESM1,r1i1p1f1,DTR,JJA,0,0,0
TaiESM1,r1i1p1f1,DTR,SON,0,0,0
TaiESM1,r1i1p1f1,pr,Annual,6.595452979,0.905538514,6.657326791
TaiESM1,r1i1p1f1,tasmax,Annual,0.1,0,0.1
TaiESM1,r1i1p1f1,tasmin,Annual,0.1,0,0.1
TaiESM1,r1i1p1f1,DTR,Annual,0,0,0
TaiESM1,r1i1p1f1,All,DJF,1.705872211,0,1.705872211
TaiESM1,r1i1p1f1,All,MAM,2.8,0.3,2.816025568
TaiESM1,r1i1p1f1,All,JJA,5.1,0.8,5.1623638
TaiESM1,r1i1p1f1,All,SON,2.6,0.3,2.617250466
AWI-CM-1-1-MR,r1i1p1f1,All,Annual,11.7405281,2.387467277,11.980818
